id,title_en,title_es,current_type,current_route,current_level,current_domain,learning_objective,actual_user_action,estimated_minutes,prerequisites,related_concepts,primary_sources,images,interactive_elements,technical_accuracy_status,content_depth,cognitive_load,duplication_candidates,target_route,target_stage,target_type,recommended_action,migration_notes,confidence
concept:mentoring-a-newcomer,Mentoring a Newcomer,Mentorear a alguien nuevo,spine-concept,/[locale]/lesson/leveling-scope-l3,L3,leveling-scope,"Someone new is stuck on a bug you could fix in minutes. Do you fix it, or sit with them so they can fix the next one alone?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,giving-direct-kind-feedback,,"The Manager's Path (Camille Fournier), 'Mentoring' chapter|The Manager's Path (Camille Fournier), 'Mentoring' chapter",schematic:flow,tradeoff-curve|match|categorize,sourced,8,616,,staff-engineer,S1,learn-session,KEEP,,high
concept:recognizing-glue-work,Recognizing Glue Work,Reconocer el trabajo de pegamento,spine-concept,/[locale]/lesson/leveling-scope-l3,L3,leveling-scope,"You unblocked other teams, ran the migration meetings, and shipped almost no code this quarter. Was that technical leadership, or were you just being helpful?",read+answer-check+graded-checkpoint+self-graded-recall,4,,,"Tanya Reilly, 'Being Glue' (noidea.dog/glue)|Tanya Reilly, 'Being Glue' (noidea.dog/glue)",schematic:stack,cloze|categorize,sourced,7,580,,staff-engineer,S1,learn-session,KEEP,,high
concept:review-as-leveling,Review as Leveling-Up,La revisión como forma de hacer crecer,spine-concept,/[locale]/lesson/leveling-scope-l3,L3,leveling-scope,"A pull request works, but the design is wrong. Do you just request changes, or use the review so the author catches it next time without you?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,5,mentoring-a-newcomer|recognizing-glue-work|giving-direct-kind-feedback,,"Tanya Reilly, 'Being Glue' (review as glue); The Manager's Path (Camille Fournier), 'Mentoring' chapter (review treated as a teaching tool)|Tanya Reilly, 'Being Glue' (review as glue); The Manager's Path (Camille Fournier), 'Mentoring' chapter (review treated as a teaching tool)",schematic:compare,spectrum|match|order,sourced,8,630,,staff-engineer,S1,learn-session,KEEP,,high
concept:tech-lead-is-a-role-not-a-promotion,"Tech Lead Is a Role, Not a Promotion","Tech lead es un rol, no un ascenso",spine-concept,/[locale]/lesson/leveling-scope-l4,L4,leveling-scope,They named you tech lead and neither your title nor your pay changed. What exactly are you supposed to do differently on Monday?,read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,5,recognizing-glue-work,,"The Manager's Path (Camille Fournier), 'Tech Lead' chapter; StaffEng 'Staff Archetypes' — Tech Lead|The Manager's Path (Camille Fournier), 'Tech Lead' chapter; StaffEng 'Staff Archetypes' — Tech Lead",schematic:compare,spectrum|cloze|order,sourced,8,646,,staff-engineer,S2,learn-session,KEEP,,high
concept:delegation-over-doing-it-yourself,Delegation Over Doing It Yourself,Delegar en vez de hacerlo tú mismo,spine-concept,/[locale]/lesson/leveling-scope-l4,L4,leveling-scope,"The most interesting piece of the project is the one you are best at. Do you keep it, or give it to the engineer who would grow from it?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,tech-lead-is-a-role-not-a-promotion,,"StaffEng 'Staff Archetypes' — Tech Lead ('their coding blocks shrink'); The Manager's Path, 'Tech Lead' chapter|StaffEng 'Staff Archetypes' — Tech Lead; The Manager's Path (Camille Fournier), 'Tech Lead' chapter",schematic:axes,decision-flow|categorize|cloze,sourced,7,502,,staff-engineer,S2,learn-session,KEEP,,high
concept:mentorship-vs-sponsorship,Mentorship vs. Sponsorship,Mentoría frente a padrinazgo,spine-concept,/[locale]/lesson/leveling-scope-l4,L4,leveling-scope,You have given someone good advice for a year and they still have not been promoted. What would it cost you to put their name in the room instead?,read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,mentoring-a-newcomer,,"Lara Hogan, 'What Does Sponsorship Look Like?' (larahogan.me)|Lara Hogan, 'What Does Sponsorship Look Like?' (larahogan.me)",schematic:compare,spectrum|match|categorize,sourced,8,540,,staff-engineer,S2,learn-session,KEEP,,high
concept:protecting-your-technical-core,Protecting Your Technical Core,Proteger tu núcleo técnico,spine-concept,/[locale]/lesson/leveling-scope-l4,L4,leveling-scope,"If you spend another year running meetings and unblocking teams, will the promotion committee still see an engineer, or only a coordinator?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,5,review-as-leveling,,"Tanya Reilly, 'Being Glue' ('if you only do glue, you only get better at glue')|Tanya Reilly, 'Being Glue'",schematic:compare,tradeoff-curve|order|match,sourced,9,694,,staff-engineer,S2,learn-session,KEEP,,high
concept:glue-work-with-eyes-open,Glue Work With Eyes Open,Trabajo de pegamento con los ojos abiertos,spine-concept,/[locale]/lesson/leveling-scope-l5,L5,leveling-scope,"How do you take the work nobody wants and get it written into your scope, instead of paying for it out of your own performance review?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,5,protecting-your-technical-core|mentorship-vs-sponsorship,,"Tanya Reilly, 'Being Glue' (noidea.dog/glue)|Tanya Reilly, 'Being Glue' (noidea.dog/glue)",schematic:compare,decision-flow|categorize|cloze,sourced,8,628,,staff-engineer,S3,learn-session,KEEP,,high
concept:sponsoring-others,Sponsoring Others,Apadrinar a otros,spine-concept,/[locale]/lesson/leveling-scope-l5,L5,leveling-scope,A visible project needs an owner. What do you put at risk when you say out loud the name of someone who does not look ready yet?,read+answer-check+graded-checkpoint+self-graded-recall,3,mentorship-vs-sponsorship,,"Lara Hogan, 'What Does Sponsorship Look Like?' (larahogan.me)|Lara Hogan, 'What Does Sponsorship Look Like?' (larahogan.me)",schematic:compare,match|order,sourced,8,545,,staff-engineer,S3,learn-session,KEEP,,high
concept:work-on-what-matters,Work on What Matters,Trabajar en lo que importa,spine-concept,/[locale]/lesson/leveling-scope-l5,L5,leveling-scope,"You closed a pile of small tickets and everyone noticed. Did any of it matter, or did you just pick the work that was easy and visible?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,glue-work-with-eyes-open,,"Will Larson, 'Work on What Matters' (lethain.com/work-on-what-matters) — umbrella framework; its Foster Growth (L6), Finish Things (L6) and Edit (L7) sub-practices are the same model|Will Larson, 'Work on What Matters' (lethain.com/work-on-what-matters)",schematic:axes,decision-flow|categorize|cloze,sourced,8,609,,staff-engineer,S3,learn-session,KEEP,,high
concept:scope-selection-opportunity-currents,Choosing Scope With the Currents,Elegir el alcance con las corrientes,spine-concept,/[locale]/lesson/leveling-scope-l5,L5,leveling-scope,"Two teams need a staff engineer: one is where the company is placing its bet, one keeps the lights on. Which one makes you promotable?",read+answer-check+graded-checkpoint+self-graded-recall,3,work-on-what-matters,,"Will Larson, 'Getting the Title Where You Are' (staffeng.com/guides/getting-the-title-where-you-are)|Will Larson, 'Getting the Title Where You Are' (staffeng.com/guides/getting-the-title-where-you-are)",schematic:compare,cloze|order,sourced,8,544,,staff-engineer,S3,learn-session,KEEP,,high
concept:defining-and-managing-your-own,"Owning Your Scope: Altitude, Shape, and Breadth","Definir tu alcance: altitud, forma y amplitud",spine-concept,/[locale]/lesson/leveling-scope-l5,L5,leveling-scope,"Nobody handed you a description of your scope. Is yours too narrow to be staff, too broad to be useful, or a shape you chose on purpose?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,5,,,"Tanya Reilly, ""The Staff Engineer's Path"" (O'Reilly, 2022), Chapter 1 — ""What Would You Say You Do Here?"", section on scope (too broad / too narrow).|Tanya Reilly, ""The Staff Engineer's Path"" (O'Reilly, 2022), Chapter 1 — ""What Would You Say You Do Here?"", section on scope (too broad / too narrow).",schematic:axes,tradeoff-curve|match|categorize,sourced,9,688,,staff-engineer,S3,learn-session,KEEP,,high
concept:choosing-your-staff-archetype,Choosing Your Staff Archetype,Elegir tu arquetipo de staff,spine-concept,/[locale]/lesson/leveling-scope-l6,L6,leveling-scope,"You got the staff title and kept doing senior work with more meetings. Which job are you actually doing: tech lead, architect, solver, or right hand?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,scope-selection-opportunity-currents,,StaffEng 'Staff Archetypes' (staffeng.com/guides/staff-archetypes)|StaffEng 'Staff Archetypes' (staffeng.com/guides/staff-archetypes),schematic:axes,decision-flow|match|categorize,sourced,7,494,,staff-engineer,S4,learn-session,KEEP,,high
concept:growing-others-as-your-legacy,Growing Others as Your Legacy,Hacer crecer a otros como tu legado,spine-concept,/[locale]/lesson/leveling-scope-l6,L6,leveling-scope,Your best quarter of code will be rewritten sooner or later. What do you build instead that the team still has after you leave?,read+answer-check+graded-checkpoint+self-graded-recall,2,sponsoring-others|delegation-over-doing-it-yourself,,"Will Larson, 'Work on What Matters' — Foster Growth; 'Operating at Staff' (staffeng.com/guides/operating-at-staff)|Will Larson, 'Work on What Matters' — Foster Growth; 'Operating at Staff' (staffeng.com/guides/operating-at-staff)",schematic:compare,match,sourced,6,453,,staff-engineer,S4,learn-session,KEEP,,high
concept:finishing-things-by-lending-privilege,Finishing Things by Lending Privilege,Cerrar cosas prestando tu privilegio,spine-concept,/[locale]/lesson/leveling-scope-l6,L6,leveling-scope,"Someone else's project has been almost done for months. Can you unstick it by spending who you know, without taking the work out of their hands?",read+manipulate-widget+answer-check+graded-checkpoint+self-graded-recall,4,work-on-what-matters,,"Will Larson, 'Work on What Matters' — Finish Things (lethain.com/work-on-what-matters)|Will Larson, 'Work on What Matters' — Finish Things (lethain.com/work-on-what-matters)",schematic:compare,decision-flow|order|categorize,sourced,7,492,,staff-engineer,S4,learn-session,KEEP,,high
concept:building-a-peer-network,Building a Peer Network,Construir una red de pares,spine-concept,/[locale]/lesson/leveling-scope-l6,L6,leveling-scope,"Since you became senior enough, nobody argues with you anymore. Where do you find the people who will still tell you your design is wrong?",read+answer-check+graded-checkpoint+self-graded-recall,2,choosing-your-staff-archetype,,"Will Larson, 'Operating at Staff' (staffeng.com/guides/operating-at-staff)|Will Larson, 'Operating at Staff' (staffeng.com/guides/operating-at-staff)",schematic:compare,order,sourced,7,492,,staff-engineer,S4,learn-session,KEEP,,high
concept:changing-the-system-needs-sponsorship,Changing the System Needs Sponsorship,Cambiar el sistema requiere padrinazgo,spine-concept,/[locale]/lesson/leveling-scope-l7,L7,leveling-scope,You can see exactly what is broken in how the org hands out work. Why does the perfect proposal change nothing without an executive standing behind it?,read+answer-check+graded-checkpoint+self-graded-recall,3,building-a-peer-network,,"Will Larson, 'Getting the Title Where You Are' ('you can only change a system with sponsorship from within'); 'Operating at Staff' — proxied authority|Will Larson, 'Staff Engineer: Leadership beyond the management track' — changing org systems requires sponsorship; proxied authority (lethain.com, staffeng.com)",schematic:compare,cloze|match,sourced,8,604,,staff-engineer,S5,learn-session,KEEP,,high
concept:distributing-glue-fairly-at-org-scale,Distributing Glue Fairly at Org Scale,Repartir el pegamento con justicia a escala,spine-concept,/[locale]/lesson/leveling-scope-l7,L7,leveling-scope,The same few people keep volunteering to run onboarding and the incident reviews. How do you assign that work so it stops landing on them by default?,read+answer-check+graded-checkpoint+self-graded-recall,3,glue-work-with-eyes-open,,"Tanya Reilly, 'Being Glue' — advice to managers/leaders (noidea.dog/glue)|Tanya Reilly, 'Being Glue' (noidea.dog/glue); non-promotable-task allocation bias — Babcock, Recalde, Vesterlund & Weingart, American Economic Review 2017",schematic:flow,order|categorize,sourced,8,548,,staff-engineer,S5,learn-session,KEEP,,high
